id,correct answer,CoT answers,Correctness,LEN,"('QUA', 'IM')","('DIF', 'IV')","('DIF', 'SUB')",AC
442,49,"['49' '49' '43' '49' '49' '43' '49' '49' '49' '49' '43' '49' '49' '49'
 '49' '49' '49' '49' '49' '43' '49' '49' '49' '49' '49' '43' '49' '49'
 '49' '43' '49' '49' '49' '49' '49' '49' '49' '49' '43' '49']","[ True  True False  True  True False  True  True  True  True False  True
  True  True  True  True  True  True  True False  True  True  True  True
  True False  True  True  True False  True  True  True  True  True  True
  True  True False  True]","[3 3 3 3 3 2 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 2 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3
 3 4 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True False False  True False False  True  True  True False False
  True  True  True  True  True  True  True False False  True  True  True
  True False False  True  True False False  True  True  True  True  True
  True  True False False]"
443,59,"['59' '39' '39' '59' '39' '39' '109' '59' '39' '39' '39' '39' '39' '39'
 '44' '59' '59' '49' '39' '39' '39' '79' '39' '50' '49' '39' '39' '39'
 '49' '39' '59' '39' '39' '49' '39' '59' '39' '39' '39' '59']","[ True False False  True False False False  True False False False False
 False False False  True  True False False False False False False False
 False False False False False False  True False False False False  True
 False False False  True]","[6 5 6 7 4 4 7 6 6 5 8 5 7 5 6 4 6 6 6 5 6 6 4 7 6 6 4 4 5 9 4 5 9 5 6 6 6
 6 6 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False False  True False False  True False False False  True  True  True
  True  True False False  True False False  True  True False False False
 False False  True  True False False False False  True False False False
 False  True  True False]"
444,20,"['20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20'
 '20' '25' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20' '20'
 '20' '20' '25' '20' '20' '20' '20' '20' '20' '20' '20' '20']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True False  True  True  True  True  True  True  True  True
  True  True  True  True  True  True False  True  True  True  True  True
  True  True  True  True]","[ 7  7 10  7 10  7  6  7  7  9 10  6 10 10  6  6 11  9 10  6  7 10  7  7
  7  7 10 11 10 10 11 10  7  7 10  7 11 12 10  7]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True False False  True  True  True  True  True  True  True
  True  True  True  True  True  True False False  True  True  True  True
  True  True  True  True]"
445,6,"['6' '0' '6' '24' '3' '12' '6' '6' '6' '6' '6' '9' 'error' '2' '6' '6' '0'
 '6' '6' '0' '6' '6' '3' '6' '2' '6' '9' '2' '6' '6' '6' '6' '4' '0' '6'
 '6' '6' '6' '3' '9']","[ True False  True False False False  True  True  True  True  True False
 False False  True  True False  True  True False  True  True False  True
 False  True False False  True  True  True  True False False  True  True
  True  True False False]","[  5   5   5   7   8   5   5   5   6   5   7   7   9   8   5   5   5   5
   5   5  10   5 100   5   7   5   6   6   5   5   5   5   6   5   6   5
   6   5   5   6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False False False False False False False  True  True  True  True False
 False False False  True False False  True False False  True False False
 False False False False False  True  True  True False False False  True
  True  True False False]"
446,2,"['2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2'
 '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2'
 '2' '2' '2' '2']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3
 3 4 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
447,5,"['5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5'
 '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5' '5'
 '5' '5' '5' '5']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[5 7 7 3 7 5 3 3 5 7 5 5 3 3 3 3 3 7 5 3 3 3 5 3 5 3 3 7 3 3 5 5 5 3 3 3 7
 7 5 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
448,539,"['539' '539' '539' '539' '539' '539' '539' '539' '539' '539' '539' '539'
 '539' '539' '539' '539' '204' '539' '539' '539' '539' '539' '539' '539'
 '539' '539' '539' '539' '539' '164' '539' '539' '264' '539' '539' '539'
 '539' '539' '539' '539']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True False  True  True  True  True  True  True  True
  True  True  True  True  True False  True  True False  True  True  True
  True  True  True  True]","[ 5  6  6  5  5  5  5  5  5  6  6  6  5  6  5  5  6  6  6  6  6  5  5  6
  5 23 21  5  6  5  5  6  5  6  5  6  5  5  7  5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[2 0 0 2 2 0 2 2 2 9 0 0 2 2 5 0 0 0 0 0 0 2 5 0 0 2 0 2 2 0 5 0 2 0 0 2 0
 0 5 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True False False  True  True  True  True  True  True
  True  True  True  True  True False False  True False False  True  True
  True  True  True  True]"
449,112,"['176' '224' '176' '176' '200' '112' '112' '200' '176' '224' '224' '224'
 '112' '224' '112' '112' '176' '112' '112' '224' '176' '176' '176' '224'
 '224' '128' '128' '224' '200' '136' '176' '176' '176' '224' '224' '176'
 '112' '176' '176' '128']","[False False False False False  True  True False False False False False
  True False  True  True False  True  True False False False False False
 False False False False False False False False False False False False
  True False False False]","[3 3 3 3 3 4 6 3 3 3 5 3 5 3 3 4 3 4 4 3 3 3 3 3 3 5 5 3 3 5 3 3 3 3 3 3 4
 3 3 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False False False  True False False  True False False False  True  True
 False False False  True False False  True False False  True  True False
  True False  True False False False False  True  True False  True False
 False False  True False]"
450,4,"['4' '4' '4' '7' '4' '4' '5' '4' '6' '4' '6' '4' '7' '6' '4' '5' '4' '4'
 '8' '6' '4' '8' '6' '4' '8' '4' '3' '8' 'error' '8' '8' '4' '4' '4' '4'
 '4' '5' '8' '4' '8']","[ True  True  True False  True  True False  True False  True False  True
 False False  True False  True  True False False  True False False  True
 False  True False False False False False  True  True  True  True  True
 False False  True False]","[5 6 5 0 5 5 5 6 0 5 5 6 6 5 6 5 0 0 5 5 4 0 4 7 5 0 4 5 6 5 0 7 6 3 7 0 5
 5 4 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True False False  True False False False False False False
 False False False False False  True False False False False False False
 False False False False False False  True False  True  True  True  True
 False False False False]"
451,11050,"['11050' '11050' '11050' '11050' '11050' '11050' '11050' '11050' '11050'
 '11050' '11050' '11050' '11050' '11050' '11050' '11050' '11050' '11050'
 '11050' '11050' '11050' '11050' '11050' '11050' '11050' '11050' '11050'
 '11050' '11050' '11050' '11050' '11050' '11050' '11050' '11050' '11050'
 '11050' '11050' '11050' '11050']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[5 6 7 6 6 5 7 6 6 7 6 6 7 6 7 7 6 6 3 6 4 6 6 4 6 6 6 6 7 6 7 7 7 7 6 6 6
 5 6 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 2 2 0 2 0 0 0 0 2
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
452,50,"['50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50'
 '50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50' '50'
 '50' '50' '50' '50' '50' '40' '50' '50' '50' '50' '50' '50']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True False  True  True
  True  True  True  True]","[3 3 5 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 2 0 0 0 2 0 0 0 9 2 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 2 0 0 2 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True False False  True
  True  True  True  True]"
453,6400,"['8800' '8800' '4800' '8800' '6400' '8800' '4800' '4800' '8800' '4800'
 '4800' '4800' '6400' '4800' '6400' '4800' '6400' '8800' '8800' '6400'
 '4800' '4800' '6400' '8800' '8800' '8800' '8800' '6400' '4800' '8800'
 '6400' '4800' '6400' '8800' '6400' '6400' '8800' '4800' '8800' '4800']","[False False False False  True False False False False False False False
  True False  True False  True False False  True False False  True False
 False False False  True False False  True False  True False  True  True
 False False False False]","[5 3 3 3 4 3 3 3 5 3 3 3 3 3 3 3 3 3 5 4 3 3 3 5 3 3 6 3 3 6 5 3 3 5 3 3 3
 3 5 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 2]",Math,"[False  True False False False False False  True False False  True  True
 False False False False False False  True False False  True False False
  True  True  True False False False False False False False False  True
 False False False False]"
454,150,"['240' '240' '240' '240' '240' '240' '240' '240' '240' '240' '240' '240'
 '240' '240' '240' '240' '240' '240' '240' '240' '240' '240' '240' '240'
 '240' '240' '240' '240' '240' '240' '240' '240' '240' '240' '240' '240'
 '240' '240' '240' '240']","[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False]","[4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 3 4 4 4 3 4 4 4 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 2 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 5 0 2 0 0 0 0 5 0 0 2 0 5 0
 0 0 2]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
455,1920,"['1920' '1920' '1920' '1920' '1920' '1920' '1920' '1920' '1920' '1920'
 '1920' '1920' '1920' '1920' '192' '1920' '1920' '1920' '1920' '1920'
 '1920' '1920' '1920' '1920' '1920' '1920' '1920' '1920' '1920' '1920'
 '1920' '1920' '1920' '1920' '1920' '1920' '1920' '1920' '1920' '1920']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True False  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[ 4 12  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4
  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True False False  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
456,78,"['78' '78' '78' '78' '78' '78' '78' '78' '78' '78' '78' '78' 'error'
 'error' '78' 'error' '78' 'error' '78' '78' '78' 'error' 'error' '78'
 'error' 'error' '78' '78' '78' '78' '135' '78' 'error' '78'
 '15 1 6 15 2 6 15 15 24 39 78' '78' '78' '78' '78' '78']","[ True  True  True  True  True  True  True  True  True  True  True  True
 False False  True False  True False  True  True  True False False  True
 False False  True  True  True  True False  True False  True False  True
  True  True  True  True]","[4 4 5 6 6 4 5 5 6 6 4 4 0 0 5 0 6 6 4 4 3 0 0 6 0 0 5 6 8 4 7 6 0 4 7 8 4
 4 3 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[ 9  0  2  9  2  0  0  9  2  9  0  5 10 10  0 10  0  0  0  0  2 10 10  2
 10 10  0  0  2  2  9  9 10  0  0  0  0  0  0  2]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
 False  True False False False False False  True  True False  True False
 False  True False  True  True  True False False False False False False
  True  True  True  True]"
457,45,"['45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45'
 '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45'
 '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45' '45']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[5 5 4 5 3 6 5 4 4 4 6 5 5 3 4 5 4 5 4 4 4 4 6 4 6 4 6 5 4 6 4 4 4 5 6 3 5
 3 5 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
458,35,"['35' '35' '35' '35' '35' '35' '35' '35' '35' '35' '35' '35' '35' '35'
 '35' '35' '35' '35' '35' '35' '35' '35' '35' '35' '35' '35' '35' '35'
 '35' '35' '35' '35' '35' '35' '35' '35' '35' '35' '35' '35']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[6 6 3 3 3 3 6 6 3 3 3 6 3 6 3 6 6 6 6 3 3 3 3 3 6 6 3 6 3 3 3 6 6 3 6 3 3
 6 3 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
459,2,"['2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2'
 '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2' '2'
 '2' '2' '2' '2']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[3 3 5 3 2 7 3 7 6 6 3 3 3 4 7 3 3 3 2 3 3 3 6 3 7 3 3 3 3 3 7 4 3 7 7 7 3
 7 3 6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
460,84,"['84' '84' '84' '84' '84' '84' '84' '84' '84' '84' '84' '84' '84' '84'
 '84' '84' '84' '84' '84' '116' '84' '84' '84' '84' '84' '84' '84' '84'
 '84' '84' '84' '84' '84' '84' '84' '84' '84' '84' '84' '84']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True False  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 2 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 2 0 2 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True False False  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
461,9,"['9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9'
 '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '9' '17' '9' '9' '9' '9'
 '9' '9' '9' '9']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True False  True  True  True  True
  True  True  True  True]","[3 4 3 3 4 4 3 4 3 3 4 3 3 3 4 3 4 4 4 3 3 2 2 4 4 3 4 4 3 3 2 4 3 4 3 2 3
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True False False  True  True  True
  True  True  True  True]"
462,71,"['71' '71' '71' '71' '71' '71' '71' '71' '71' '71' '71' '71' '71' '71'
 '71' '71' '71' '71' '71' '71' '71' '71' '71' '71' '71' '71' '71' '71'
 '71' '71' '71' '71' '71' '71' '71' '71' '71' '71' '71' '71']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[2 2 3 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 3 2 2
 2 2 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 5 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
463,18,"['18' '18' '18' '18' '18' '18' '18' '18' '18' '18' '18' '18' '18' '18'
 '18' '18' '18' '18' '18' '18' '18' '18' '18' '18' '18' '18' '18' '18'
 '18' '18' '18' '18' '18' '18' '18' '18' '18' '18' '18' '18']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[2 2 3 2 3 2 2 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
 2 2 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
464,6,"['error' '6' 'error' 'error' 'error' '6' 'error' 'error' 'error' '6' '6'
 'error' '6' 'error' 'error' 'error' 'error' 'error' 'error' 'error' '6'
 '6' '6' 'error' 'error' '6' 'error' 'error' 'error' '6' 'error' 'error'
 'error' 'error' 'error' '6' 'error' 'error' '6' '6']","[False  True False False False  True False False False  True  True False
  True False False False False False False False  True  True  True False
 False  True False False False  True False False False False False  True
 False False  True  True]","[5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
 5 5 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0 0 0 5 0 0 2 0 0 0 0 0 5 2 0 2 0 0 0 0 0
 0 0 0]",Math,"[False False False  True  True False False  True  True False  True False
 False False  True  True  True  True  True  True False  True  True False
  True False False  True  True False False  True  True  True  True False
 False  True False  True]"
465,30,"['30' '30' '30' '30' '30' '30' '30' '30' '30' '30' '30' '30' '30' '30'
 '30' '30' '30' '30' '30' '30' '30' '30' '30' '30' '30' '30' '30' '30'
 '30' '30' '30' '30' '30' '30' '30' '30' '30' '30' '30' '30']","[ True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]","[6 6 5 5 5 6 5 6 5 5 5 6 6 6 5 6 6 6 6 5 6 6 6 6 6 5 6 6 5 5 5 6 6 6 5 6 6
 6 6 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 5 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]",Math,"[False  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True]"
466,1,"['100' '100' '100' '100' '100' 'error' '1' '1' 'error' '1' '100' '100' '1'
 '1' '1' '100' '1' '1' '1' '100' '100' '1' '1' '100' '1' '1' '1' 'error'
 '1' '1' '100' '1' '100' '100' '100' '100' 'error' '1' '100' '100']","[False False False False False False  True  True False  True False False
  True  True  True False  True  True  True False False  True  True False
  True  True  True False  True  True False  True False False False False
 False  True False False]","[5 6 5 5 5 6 5 5 6 6 5 5 6 5 6 5 5 5 6 5 5 5 5 5 6 5 6 6 5 5 5 6 5 5 5 5 6
 5 5 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 2 0 0 5 0 0 0 0 0 0 2 0
 0 0 0]",Math,"[False  True  True  True  True False False  True False False False  True
 False  True  True False False  True  True False  True False  True False
 False  True  True False False  True False False False  True  True  True
 False False False  True]"
