id,correct answer,CoT answers,length,instruction violation,internal mistake,Question,correctness
418,b,"['b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b'
 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b'
 'b' 'b' 'b' 'b']","[3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","the speed of a car is 65 km in the first hour and 45 km in the second hour . what is the average speed of the car ? The options are: a ) 72 kmph , b ) 55 kmph , c ) 50 kmph , d ) 80 kmph , e ) 82 kmph","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
419,b,"['b' 'b' 'd' 'e' 'b' 'b' 'd' 'd' 'b' 'b' 'b' 'b' 'd' 'b' 'b' 'b' 'b' 'd'
 'b' 'b' 'd' 'b' 'b' 'b' 'b' 'd' 'b' 'b' 'b' 'd' 'd' 'b' 'b' 'b' 'b' 'd'
 'b' 'b' 'b' 'b']","[4 4 8 4 4 4 4 6 4 4 9 8 6 4 4 4 4 4 4 8 4 8 4 8 4 4 8 4 4 4 6 4 4 4 4 4 4
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","set x consists of all two - digit primes and set y consists of all positive multiples of 4 less than 100 . if the two sets are combined into one , what will be the range of the new set ? The options are: a ) 84 , b ) 93 , c ) 90 , d ) 92 , e ) 95","[1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
420,c,"['c' 'c' 'c' 'c' '200' 'c' '625' 'c' 'c' 'c' '666.67' '625' 'c' 'c' 'c'
 'c' '24000' 'c' 'd' 'c' 'c' '500' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'a'
 'c' '625' 'c' 'b' 'e' 'c' 'c' '300']","[ 8  4  7  6  6  7  8  6  5  8  9  8  6  9  5  8  7  8  6  7  5  7  7  6
  4  8  4  8  8  3  6  8  8  3  7  6  6  4  5 11]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","car z travels 50 miles per gallon of gasoline when driven at a constant rate of 45 miles per hour , but travels 20 percent fewer miles per gallon of gasoline when driven at a constant rate of 60 miles per hour . how many miles does car z travel on 10 gallons of gasoline when driven at a constant rate of 60 miles per hour ? The options are: a ) 320 , b ) 375.2 , c ) 400 , d ) 408.3 , e ) 440","[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0]"
421,e,"['e' 'e' 'e' 'e' 'b' 'b' 'e' 'e' 'e' 'b' 'e' 'e' 'e' 'a' '12' 'e' 'e' 'e'
 'a' 'b' 'b' 'e' 'e' 'e' 'e' '30' 'e' 'e' 'e' 'e' 'e' 'b' 'e' 'e' 'e' 'e'
 'e' '40' 'e' 'b']","[4 5 5 4 5 5 4 4 5 4 7 5 5 5 9 5 5 4 4 9 6 4 4 7 4 5 5 5 4 6 5 7 6 4 5 5 5
 6 5 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","30 % of employees are women with fair hair . 40 % of fair - haired employees are women . what percent of employees have fair hair ? The options are: a ) 25 , b ) 30 , c ) 50 , d ) 55 , e ) 75","[1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0]"
422,b,"['b' 'b' 'b' 'b' 'c' 'b' 'b' 'b' 'b' 'b' 'c' 'b' 'b' 'c' 'b' 'b' 'b' 'b'
 'b' 'b' 'b' 'b' 'c' 'b' 'd' 'c' 'b' 'c' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'c'
 'b' 'b' 'c' 'b']","[8 8 4 8 4 5 8 4 8 8 4 4 3 4 8 4 8 4 4 8 8 5 4 3 8 4 4 4 4 4 4 8 4 8 4 4 8
 3 4 8]","[2 0 2 0 0 2 0 2 0 0 0 0 0 0 0 0 0 2 5 5 5 2 0 0 2 5 0 0 5 2 0 9 0 0 2 9 0
 2 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","the mean daily profit made by a shopkeeper in a month of 30 days was rs . 350 . if the mean profit for the first fifteen days was rs . 255 , then the mean profit for the last 15 days would be The options are: a ) rs . 200 , b ) rs . 445 , c ) rs . 275 , d ) rs . 425 , e ) none of these","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]"
423,d,"['c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' 'c']","[ 2  7  7  5  3  4  3  6  3  6  5  4  7  5  4  3  5  4  4 10  8  7  9  3
  9  7  4  3  3 10  9  4  6  8  6  4  4  4  5  4]","[0 0 0 0 2 2 0 0 0 2 0 2 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a rectangle the length of which is 8 inches and the width of which is 6 inches is made up 48 1 inch by 1 inch squares . through how many of the squares does a diagonal of the rectangle pass ? The options are: ['a ) 6', 'b ) 8', 'c ) 10', 'd ) 12', 'e ) 16']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
424,c,"['b' '2' 'b' 'b' 'a' 'not a real number' 'b' 'b' 'c' 'c' '2' 'a' 'b' 'b'
 'b' '1' '2' 'c' '2' 'a' 'b' 'a' 'b' 'b' 'b' 'b' 'c' 'c' '2' 'b' 'c' 'a'
 'b' '0' '2' 'not defined' 'undefined' '-9'
 'not provided in the options, the final answer will be calculated after solving the polynomial equation.'
 '0']","[ 6  8  6  7  7  6 11  6  5  5 10  6 10  7  8  7 10  5  6  7 10  8  7  8
  6  7  5  5 10  8  5 10  7  8 11  8  9  5  6  7]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","if x + y = 3 and x 2 y 3 + y 2 x 3 = 27 , what is the value of xy ? The options are: a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
425,b,"['a' 'a' 'a' 'a' 'a' '30 %' 'a' 'a' 'a' 'a' 'a' 'd' 'a' 'a' 'a' 'a' 'a'
 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'b' '30' 'a' 'a' 'c' 'error' 'a' 'a' 'a' 'a'
 'a' 'a' 'a' 'a' 'a' 'a']","[ 5  6  5  4  5  7  7  6  4  5  6 15  5  4  5  5  5  5  6  6  5  5  6  6
  7  7  6  5  7  0  6  6  6  5  5  7  5  5  5  6]","[ 0  5  0  0  2  0  0  5  0  2  0  0  0  0  2  0  5  0  0  2  0  0  0  2
  2  0  0  9  2 10  2  0  0  5  0  9  0  5  2  2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","the balance of a trader weighs 10 % less than it should . still the trader marks up his goods to get an overall profit of 20 % . what is the mark up on the cost price ? The options are: a ) 40 % , b ) 8 % , c ) 25 % , d ) 16.66 % , e ) 9 %","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
426,c,"['c' 'c' '0.14' 'c' 'c' 'c' 'c' 'a' 'c' 'c' 'c' 'c' 'c' 'c'
 'cannot be determined' 'c' '1/4' 'c' 'c' 'c' 'c' 'c' '1/4' 'c' 'a' '1/4'
 '1/4' 'c' 'c' 'c' 'c'
 'there seems to be a mistake in the calculations or the given information as the calculated value of the radius is negative. please review the problem and calculations to find the correct solution.'
 'c' 'c' 'cannot be determined' 'c' 'c' 'c' 'c' 'c']","[5 3 4 3 4 4 5 4 7 3 6 5 3 7 7 6 3 3 3 5 5 5 3 8 6 3 3 5 5 5 4 6 7 3 6 6 3
 5 7 4]","[0 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0]","water is leaking out from a cylinder container at the rate of 0.31 m ^ 3 per minute . after 10 minutes , the water level decreases 16 meters . what is value of the radius in meters ? The options are: a ) 1 / 2 , b ) 1 / 3 , c ) 1 / 4 , d ) 1 / 6 , e ) 1 / 8","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]"
427,d,"['a' '21' '21' '21' 'b' '21' 'b' 'b' '21' 'a'
 ""the final answer is not provided in the options, but the time it would take for wayne's son to shovel the entire driveway on his own is 3.5 hours.""
 '21' '21' 'a' '21' '14' 'b' '21'
 ""the final answer is not provided in the options, but the time it would take for wayne's son to shovel the entire driveway on his own is 24 hours.""
 'b' '21' '21' '21' '18'
 ""the final answer is not provided in the options, but the time it would take for wayne's son to shovel the entire driveway on his own is 2.33 hours.""
 'b' '21' 'a' '21' 'e'
 ""the final answer is not provided in the options, but the time it would take for wayne's son to shovel the entire driveway on his own is 3.5 hours.""
 '21' '3' '21' 'a' '21' '21' 'd'
 ""the answer is not provided in the options, but the time it would take for wayne's son to shovel the entire driveway on his own is 3.5 hours.""
 '18/7 hours']","[ 6  7 10  7  8  9  7  8  8  7  9  8  8  5  8  6  6  8  7  6  8  9  5  6
  7  6  8  7  8  7  7  9  7 11  3 11  7  7  6  7]","[0 0 5 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0]","working together , wayne and his son can shovel the entire driveway in three hours . if wayne can shovel six times as fast as his son can , how many hours would it take for his son to shovel the entire driveway on his own ? The options are: a ) 4 , b ) 6 , c ) 8 , d ) 7 , e ) 12","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
428,c,"['c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' '8 min' 'c' 'c' 'c'
 'd' 'c' 'c' 'c' 'c' 'd' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' 'c' 'c']","[3 2 3 3 3 3 3 4 4 3 2 3 3 2 3 2 3 2 6 3 3 2 3 3 2 3 2 3 4 4 3 2 7 2 6 2 2
 3 3 3]","[0 0 2 0 0 2 0 0 0 2 0 0 2 0 0 0 0 0 2 0 0 2 0 2 0 0 0 0 2 0 0 0 0 0 2 2 0
 0 9 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a 600 meter long train crosses a signal post in 40 seconds . how long will it take to cross a 7.2 kilometer long bridge , at the same speed ? The options are: a ) 4 min , b ) 2 min , c ) 8 min , d ) 9 min , e ) 3 min","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
429,e,"['c' 'c' 'c' 'e' 'c' '7 / 13' 'c' 'c' 'c' 'c' 'c' 'c' 'e' 'e' '0.538' 'e'
 'c' 'e' 'c' 'e' 'c' 'c' 'c' 'c' 'e' 'c' 'c' 'e' 'c' 'c' 'e' 'c' 'c' 'c'
 'e' 'c' 'e' 'e' 'c' 'e']","[5 5 5 6 5 4 5 5 5 5 5 5 6 3 6 4 5 6 5 4 5 5 5 5 6 5 5 6 5 5 4 5 5 5 6 4 6
 4 5 4]","[0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a bag contains 6 black and 7 white balls . one ball is drawn at random . what is the probability that the ball drawn is white ? The options are: a ) 4 , b ) 4 / 3 , c ) 4 / 5 , d ) 4 / 9 , e ) 7 / 13","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]"
430,e,"['e' 'b' 'b' 'b' 'the car is traveling at approximately 29.85 km/h.' 'b'
 'b' 'a' 'b' 'b' 'a' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'a' 'a' 'a' 'b' 'b' 'a'
 'b' 'b' 'a' 'b' 'b' 'e' 'a'
 'the car is traveling at approximately 29.85 km/h.' 'e' '29.85' 'b' 'b'
 'b' 'b' 'b' 'b']","[11  6  4  7  5  6  7  6  5  6  5  6  6  6  6  6  6  8  6  4  6  6  6  4
  6  6  5  6  7  4  6  5 11  5  7  9  8  6  6  6]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a car traveling at a certain constant speed takes 2 seconds longer to travel 1 kilometer than it would take to travel 1 kilometer at 100 kilometers per hour . at what speed , in kilometers per hour , is the car traveling ? The options are: a ) 71.5 , b ) 72 , c ) 72.5 , d ) 73 , e ) 94.7","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
431,c,"['d' 'c' 'd' 'c' 'd' 'd' 'd' 'd' 'c' 'd' 'c' 'd' 'c' 'd' 'c' 'd' 'd' 'd'
 'c' 'd' 'd' 'c' 'd' 'c' 'c' 'd' 'd' 'd' 'd' 'c' 'd' 'd' 'd' 'd' 'c' 'c'
 'c' 'd' 'd' 'd']","[4 5 3 4 3 3 4 3 4 3 4 3 4 4 4 4 3 4 4 3 3 4 4 4 4 3 3 4 3 3 3 3 3 4 4 4 4
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","how many multiples of 4 are there between 4 and 64 ? The options are: a ) 12 , b ) 64 , c ) 14 , d ) 16 , e ) 60","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
432,a,"['a' 'a' 'error' 'a' 'a' 'a' 'a' 'c' 'd' 'a' 'd' 'a' 'a' 'c' 'error'
 'there seems to be a mistake in the given information or calculations. the correct value of cd cannot be determined with the provided data.'
 'a' 'a' 'a' 'c' 'a' 'a' 'the length of cd is 11 cm.' 'd' 'error' 'd' '11'
 'a' 'c' 'a' 'a' 'error' 'c' 'c' 'c' 'a' 'd' 'a' 'd' 'd']","[4 5 8 5 3 4 3 2 6 3 3 3 3 6 8 8 3 3 4 3 3 6 4 3 8 4 4 3 6 3 3 8 2 7 2 4 2
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0
 0 0 0]","points a , b , c , and d , in that order , lie on a line . if ab = 3 cm , ac = 4 cm , and bd = 8 cm , what is cd , in centimeters ? The options are: a ) 7 , b ) 2 , c ) 3 , d ) 4 , e ) 5","[1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
433,a,"['c' 'b' 'a' 'b' 'b' 'b' 'b' 'a' 'error' 'd' 'c' 'b'
 'cannot be determined' 'a' 'a' 'b' 'b' 'a' 'b' 'b' 'b' 'a' 'a' 'b' 'a'
 'b' 'b' 'b' 'b' 'b' 'd' 'a' 'b' 'a' 'b' 'b' 'a' 'a' 'b' 'b']","[5 4 6 4 4 4 3 8 6 5 4 4 7 6 6 4 5 6 4 4 4 4 6 3 6 6 4 4 5 5 5 6 6 6 4 4 6
 6 8 8]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a can do a piece of work in 5 hours ; b and c together can do it in 3 hours , while a and c together can do it in 2 hours . how long will b alone take to do it ? The options are: a ) 30 , b ) 20 , c ) 10 , d ) 6 , e ) 5","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
434,e,"['d' 'd' 'd' 'd' 'c' 'c' 'd' 'd' 'd' 'c' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd'
 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'c'
 'd' 'd' 'd' 'd']","[3 6 3 4 4 3 3 4 4 4 5 4 4 4 4 4 4 4 6 5 4 4 4 4 3 3 3 4 4 4 4 4 3 5 4 4 4
 4 3 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0
 0 0 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","there is a 10 % chance that tigers will not win at all during the whole season . there is a 20 % chance that federer will not play at all in the whole season . what is the greatest possible probability that the tigers will win and federer will play during the season ? The options are: a ) 55 % , b ) 60 % , c ) 70 % , d ) 72 % , e ) 80 %","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
435,c,"['a' 'a' 'b' 'c' 'c' 'c' 'c' 'c' 'a' 'c' 'c' 'a' 'not connected' 'c' 'c'
 'c' 'b' 'a' 'a' 'a' 'a' 'a' 'c' 'c' 'c' '0' 'c' 'c' 'a' 'a' 'c' 'c' 'c'
 'a' 'a' 'c' 'c' 'c' 'c' 'c']","[2 4 3 2 3 3 2 2 5 3 3 3 3 3 3 3 4 3 5 3 4 6 3 3 3 2 4 3 2 3 4 3 3 3 2 3 2
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","lally ' s internet provider offers unlimited traffic which costs $ 0.5 per day charged off at 12 a . m . the service is discontinued when client ' s debt exceeds $ 5 . if today in the morning lally makes a payment of $ 7 , for how many days , including today , will she be connected to the internet without any additional payments , given her initial balance was $ 0 ? The options are: a ) 15 , b ) 24 , c ) 25 , d ) 26 , e ) 13","[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1]"
436,e,"['e' 'c' 'e' 'd' 'e' 'c' 'c' 'e' 'c' 'c' 'c' '129' 'e' 'e' 'e' 'e' 'e' 'e'
 'c' 'c' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'c' 'e' 'c' 'e'
 'e' 'e' 'c' 'c']","[13  6  8  7  6  8  5  5  4  7  6  9 10  6  4  5  6  5  3  7  5 11  5  5
  4  5  4  6 13  4  5  5  7  5  7  7  5  4  7  7]","[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a retailer bought a machine at a wholesale price of $ 108 and later on sold it after a 10 % discount of the retail price . if the retailer made a profit equivalent to 20 % of the whole price , what is the retail price of the machine ? The options are: a ) 81 , b ) 100 , c ) 120 , d ) 135 , e ) 144","[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]"
437,a,"['none of the provided options' 'd' 'a' 'd' '1' 'e' 'd' '1' 'd' '72' '1/2'
 'a' 'd' 'c' 'd' '36' 'd' 'd' 'not in the given options' '1' '1' '0.5' '8'
 '3' 'a' 'a' '72' 'c' '1/2' 'd' 'd' 'd' '1' '27' 'd' 'd' 'a' 'd' '1' '8']","[ 6  3 10  3  5  9  8  6  5  4  7  9  5  5  4  6  5  3  7  9  8  5  8  3
  6 11  7  5  7  5  5  5  6  6  5  4  6  3  5  7]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0]","if n is the smallest integer such that 72 times n is the square of an integer , what is the value of n ? The options are: a ) 2 , b ) 3 , c ) 6 , d ) 12 , e ) 24","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
